 


  
  

NCAA Women's Volleyball
Division IAces Per Set
Through Games 12/21/2019


"Rank","Name","Team","Cl","Ht","Pos","S","Aces","Per Set"
"127","Sydney Champaigne","Davidson","Jr.","5-11","S","101","953"
"","Emily DeStaffino","Stetson","Sr.","5-10","S","98","953"
"129","Sedona Hansen","Tennessee","Sr.","5-8","S","108","952"
"130","Gabriela McHugh","UNC Greensboro","Fr.","5-11","S","97","949"
"131","Sarah Dixon","Kansas St.","Sr.","5-9","S","112","942"
"132","Meghan Wozniak","Nicholls St.","Jr.","6-0","S","104","940"
"133","Lorissa King","Wofford","Sr.","5-9","S","95","937"
"","Riley Taylor","Eastern Mich.","Sr.","5-11","S","106","937"
"135","Avery Breaux","Louisiana","Jr.","5-6","S","110","928"
"136","Madison Brown","Ga. Southern","So.","5-10","S","101","923"
"137","Megan Ramseyer","Butler","Sr.","5-11","S","111","920"
"138","Megan Fuhr","The Citadel","Jr.","5-7","S","106","912"
"139","Rachael DeMarcus","South Alabama","So.","5-7","S","92","909"
"140","Abby Irvine","Houston","Jr.","5-7","S","109","908"
"141","Whitney Brown","Robert Morris","Jr.","5-7","S","90","905"
"142","Allison Barber","Providence","Jr.","5-11","S","113","902"
"143","Payton Chang","Northwestern","Sr.","5-10","S","94","901"
"144","Mackenzie Coates","Wyoming","Jr.","6-1","S","92","893"
"","Jaimeson Lee","George Washington","Sr.","5-10","S","100","893"
"","Ana Paula Zandona","Eastern Wash.","Jr.","6-2","S","110","893"
"147","Mckenzie Boland","Alabama St.","Jr.","5-8","S","137","891"
"148","Isabel Potter","California","Jr.","5-9","S","108","885"
"149","Kelly Negron","UC Irvine","Fr.","5-7","S","104","884"
"150","Inna Balyko","Rutgers","So.","6-0","S","105","882"

NCAA Women's Volleyball
Division IService Aces
Through Games 12/21/2019


"Rank","Name","Team","Cl","Ht","Pos","S","Aces"
"1","Sophia Cerino","Western Ky.","Sr.","5-9","RS","118","83"
"2","Ivana Blazevic","UMES","Sr.","6-1","DS","125","71"
"3","Mariena Hayden","UNLV","Jr.","6-0","OH","102","70"
"4","Brigitta Petrenko","Coastal Caro.","Fr.","6-0","S","116","67"
"5","Roi Wallace","Morgan St.","Sr.","5-9","S","114","66"
"6","Lauren Chastang","Kennesaw St.","Jr.","5-11","OH","115","65"
"7","Julia Bergmann","Georgia Tech","Fr.","6-5","OH","123","64"
"","Maia Dvoracek","Cal Poly","Jr.","6-1","OH","110","64"
"","Olivia Wassner","American","Jr.","6-0","S","107","64"
"10","Emma Granger","Robert Morris","Jr.","6-4","MB","107","60"
"11","Stella Johnson","UMES","So.","5-5","L/DS","127","59"
"12","Hollann Hans","Texas A&M","Sr.","6-1","OH","119","58"
"13","Cheyenne Huskey","Texas St.","Sr.","6-2","OH","117","57"
"","Hannah Nelson","Canisius","So.","6-0","OH","116","57"
"","Hope Werch","Marquette","Jr.","6-1","OH","119","57"
"16","Chiara Bosetti","American","Jr.","5-7","OH","115","56"
"17","Emma Reilly","Appalachian St.","Jr.","5-6","L/DS","116","55"
"18","Julianna Askew","North Florida","Fr.","6-0","S","126","54"
"","Brianna Lang","Coppin St.","So.","5-8","S","111","54"
"20","Kennedy Cordia","Saint Louis","Jr.","5-6","S","112","53"
"","Morgan Dewyer","Houston Baptist","Jr.","5-8","S","113","53"
"22","Logan Eggleston","Texas","So.","6-2","-","98","52"
"23","Emily Ramirez","UTSA","Sr.","5-8","DS","111","51"
"24","Sarah Davis","Sacramento St.","Sr.","5-10","OH","130","50"
"","Kyndall Feather","Northern Colo.","So.","5-6","DS","132","50"
"","Hannah Flowers","Memphis","Jr.","6-2","RS","109","50"
"","Jena Otec","Purdue","Jr.","5-10","DS","122","50"
"","Michelle Shaffer","Santa Clara","So.","5-11","OH","123","50"
"","Lolo Weideman","South Dakota","So.","5-7","OH","123","50"
"","Emily Weigand","Akron","Jr.","5-10","S","103","50"
"31","Addie Barnes","Loyola Chicago","Fr.","5-11","OH","124","49"
"","Kylie Kuyava-Deberg","Missouri","Jr.","6-4","OH","111","49"
"33","Rachel Ahrens","Pepperdine","So.","6-4","OPP","113","48"
"","Carissa Barnes","A&M-Corpus Christi","Fr.","5-7","OH","117","48"
"","Lydia Bartalo","Denver","Jr.","5-10","OH","117","48"
"","Norene Iosia","Hawaii","Sr.","5-11","S","114","48"
"","Ashton Terrill","Northern Ky.","Jr.","5-8","L/DS","123","48"
"","Jordan Thompson","Cincinnati","Sr.","6-4","OH","125","48"
"39","Izzy Ashburn","Wisconsin","Fr.","5-11","S","116","47"
"","Laney Malloy","Southeast Mo. St.","Jr.","6-0","OH","129","47"
"41","Megan Anderson","Hartford","Jr.","5-11","S","105","46"
"","Taylor Horsfall","Tulsa","Sr.","5-8","L/DS","132","46"
"","Katie Myers","Maryland","So.","6-2","MB","121","46"
"44","Madison Jurgens","South Dakota","So.","5-9","S","123","45"
"","Maria Mallon","Cincinnati","So.","5-9","OH","119","45"
"","Claire Ochs","Southeast Mo. St.","So.","5-10","S","129","45"
"","Jamie Peterson","Dayton","So.","6-4","OH","114","45"
"","Alyssa Pieh","N.C. Central","Fr.","5-7","L/DS","117","45"
"","Teddie Sauer","Wright St.","Jr.","6-0","MB","111","45"
"","Anilee Sher","Rider","So.","5-8","S","104","45"
"51","Lauryn Burt","UNLV","So.","5-8","S","128","44"
"","Erica Di Maulo","St. John's (NY)","Sr.","6-0","S","117","44"
"","Madelyn Halteman","Fresno St.","Sr.","5-10","S","104","44"
"","Alexsa Parker","Saint Mary's (CA)","Sr.","5-8","S","104","44"
"","Jacqueline Quade","Illinois","Sr.","6-2","OH","118","44"
"","Iva Vujosevic","Georgetown","Sr.","5-11","OH","109","44"
"57","Abby Bottomley","High Point","Jr.","5-6","DS","122","43"
"","Jasmal CRUZ","Delaware St.","---","-","-","99","43"
"","Samaret Caraballo","UTRGV","Jr.","5-10","L","114","43"
"","Grace Cleveland","Purdue","So.","6-3","OH","122","43"
"","Allena Heath","Campbell","Sr.","6-1","OH","106","43"
"","Kaylie McHugh","Tulane","Sr.","5-6","L","130","43"
"","McKenna Miller","BYU","Sr.","6-1","OH","111","43"
"","Manuela Nicolini","Fairfield","Sr.","5-9","S","108","43"
"","Kizzy Rodriguez","St. Francis Brooklyn","So.","5-4","L","108","43"
"","Yomaries Villegas","N.C. Central","Jr.","5-5","L/DS","123","43"
"","Sharlissa de Jesus","The Citadel","Jr.","5-9","OH","93","43"
"68","Madelyn Cole","Creighton","Sr.","5-10","S","107","42"
"","Catie Cronister","Wofford","Sr.","5-10","OH","111","42"
"","Caroline Golden","Southeastern La.","Jr.","5-9","OH","117","42"
"","Tijana Milojevic","Seattle U","Jr.","5-7","L","120","42"
"","Olivia Montelisciani","Morehead St.","So.","5-9","DS","119","42"
"","Jelena Novakovic","Virginia","Sr.","6-3","RS","106","42"
"","Jonni Parker","Penn St.","So.","6-1","OH","117","42"
"","Ella May Powell","Washington","So.","6-0","S","133","42"
"","Chloe Rear","Missouri St.","So.","5-10","S","125","42"
"","Mikayla Shields","South Carolina","Sr.","6-0","RS","114","42"
"78","Aubrea Bandfield","Northern Ariz.","So.","5-9","S","124","41"
"","Anna  Brinkmann","Northern Ky.","So.","6-0","OH","123","41"
"","Kennedy Croft","Gonzaga","So.","5-10","OH","108","41"
"","Paige Hammons","Florida","Jr.","6-1","OH","116","41"
"","Hannah Harris","South Alabama","Jr.","6-0","OH","114","41"
"","Anica Jestratijevic","UMES","Jr.","6-0","OH","124","41"
"","Laura Katarzynski","Northern Colo.","So.","5-8","DS","119","41"
"","Megan Kratzer","High Point","Fr.","6-2","OH","103","41"
"","Caitlyn Newton","Purdue","Jr.","6-1","OH","114","41"
"","Macy Phillips","Liberty","Jr.","5-7","DS","121","41"
"","Chasidy Sharpe","Wofford","Fr.","5-1","L","108","41"
"89","Hannah Angeli","Bradley","Sr.","6-0","S","82","40"
"","Whitney Bower","BYU","Fr.","5-9","S","112","40"
"","Olivia Cunningham","ETSU","Fr.","5-11","OH","95","40"
"","Eve Kerschenbaum","Seattle U","So.","6-3","OH","116","40"
"","Natalie Mikels","New Mexico St.","Jr.","5-10","S","108","40"
"","Francela Ulate","Binghamton","Jr.","5-10","OH","72","40"
"","Allie Wright","Presbyterian","Jr.","6-1","MB","103","40"
"96","Bella Almanza","Harvard","So.","6-1","S","87","39"
"","Bri Becerra","Kennesaw St.","So.","5-4","DS","115","39"
"","Emersen Belles","Alabama St.","Fr.","5-8","L/DS","134","39"
"","Kate Blasingame","La.-Monroe","So.","5-10","OH","108","39"
"","Maria Yvett Garcia","Florida A&M","Sr.","6-1","OH","101","39"
"","Maria Victoria Giommarini","VCU","Sr.","6-0","OH","110","39"
"","Haley Hoang","Northwestern St.","Fr.","5-4","L","110","39"
"","Paige Jones","Michigan","So.","6-1","OH","118","39"
"","Katy Kluge","Southern Ill.","Fr.","5-9","OH","131","39"
"","Anett Nemeth","Coastal Caro.","So.","6-1","OPP","105","39"
"","Ashtin Olin","Sacramento St.","So.","5-11","S","129","39"
"","Sophie Pajevic","Morgan St.","Jr.","5-10","S","111","39"
"","Brooke Pehrson","Idaho St.","Sr.","6-3","MB","105","39"
"","Julia Sangiacomo","Santa Clara","Fr.","6-5","OH","119","39"
"","Samantha Snyder","Maryland","Sr.","5-9","DS","109","39"
"","Quinn Spieker","Loyola Chicago","Sr.","6-3","OH","119","39"
"112","Abby Akin","Northern Ariz.","Sr.","6-3","MB","121","38"
"","Camryn Allen","Towson","Jr.","5-7","L/DS","112","38"
"","Bayle' Bennett","Alabama St.","Sr.","5-10","OH","141","38"
"","Allena Carmody","Robert Morris","Fr.","5-7","L/DS","103","38"
"","Emily DeWalt","Texas St.","So.","5-10","S","117","38"
"","Vivian Donovan","Manhattan","So.","6-1","OH","86","38"
"","Megan Gneiting","Weber St.","Sr.","6-0","OH","133","38"
"","Karlee Groover","Kennesaw St.","Jr.","5-8","L/DS","115","38"
"","Riley James","Bryant","Fr.","5-10","OH","104","38"
"","Annie Karle","Mercer","So.","5-11","OH","111","38"
"","Wren Macaulay","New Hampshire","Fr.","5-9","S","102","38"
"","Mallory Mattingly","Jacksonville","Sr.","5-10","OH","116","38"
"","Zoe McBride","Morgan St.","So.","6-0","OH","114","38"
"","Taylor Muff","Northern Colo.","Jr.","5-11","OH","132","38"
"","Dana Rettke","Wisconsin","Jr.","6-8","MB","110","38"
"","Tarah Wylie","Pepperdine","Sr.","6-5","MB","114","38"
"","Grace Zilbert","Portland","Fr.","5-8","L","105","38"
"129","Alyssa Bert","Colorado St.","Fr.","5-10","DS","100","37"
"","Emily Boggetto","Southeast Mo. St.","Sr.","5-8","L/DS","129","37"
"","Edie Brewer","N.C. A&T","Jr.","6-0","RS","115","37"
"","Sarah Ciszek","Sacred Heart","So.","5-10","S","120","37"
"","Maura Collins","Dayton","So.","5-6","L/DS","114","37"
"","Sarah Cruz","UTRGV","So.","6-2","RS","107","37"
"","Emma Decker","Villanova","Sr.","6-3","S","108","37"
"","Lexie Douglas","Tulane","Jr.","6-0","OH","131","37"
"","Gylian Finch","Chattanooga","So.","5-10","OH","113","37"
"","Merry Gebel","Western Caro.","So.","5-10","OH","110","37"
"","Steurer Grace","Lafayette","---","-","-","116","37"
"","Natalie Hummel","Troy","So.","5-9","S","120","37"
"","Taylor Jacobsen","Northern Ariz.","Fr.","6-1","OH","117","37"
"","Taylor Kuper","Illinois","So.","5-8","DS","116","37"
"","Sarah Kushner","Illinois St.","Fr.","5-10","OH","132","37"
"","Kaela Massey","ETSU","Sr.","6-1","MB","119","37"
"","Alex Ratzlaff","UMKC","Jr.","5-10","OH","104","37"
"","Lauren Robeck","UNC Greensboro","Sr.","6-1","MH","87","37"
"","Lisbeth  Rosario-Martinez","Central Mich.","Jr.","-","MB","113","37"
"","Isabella Sade","Omaha","Jr.","6-2","OH","125","37"
"","Paty Valle","George Washington","Sr.","6-4","MB","92","37"
"","Allison Whitten","Morehead St.","So.","5-8","DS","119","37"
Reclassifying
"NR","Elizabeth Gilley","California Baptist","Sr.","5-11","DS","106","42"
"NR","Nicole Abreu","California Baptist","Sr.","6-0","L/DS","116","37"

NCAA Women's Volleyball
Division ITotal Digs
Through Games 12/21/2019


"Rank","Name","Team","Cl","Ht","Pos","S","Digs"
"1","Taylor Horsfall","Tulsa","Sr.","5-8","L/DS","132","805"
"2","Katie Forsythe","Loyola Maryland","So.","5-7","L","122","753"
"3","Yumi Garcia","Charlotte","Sr.","5-0","L/DS","112","725"
"4","Katie Karbo","Houston","Sr.","5-5","L/DS","141","711"
"5","Gabriela Macedo","Evansville","Sr.","5-7","L","117","704"
"6","Jenna Story","Wright St.","So.","-","L/DS","111","692"
"7","Julia WALZ","Bowling Green","So.","5-2","L","122","677"
"8","Abby Bottomley","High Point","Jr.","5-6","DS","122","673"
"9","Rylee Cookerly","Valparaiso","Jr.","5-2","L","127","667"
"10","Addison Miller","Sam Houston St.","Sr.","5-9","L/DS","134","666"
"11","Allyssa Rizzo","Montana St.","Sr.","5-6","L/DS","112","654"
"12","Abbi Staack","UNI","Sr.","5-8","DS","129","642"
"","Morgan Williams","Fordham","Sr.","5-8","L/DS","106","642"
"14","Tara Beilsmith","Southeast Mo. St.","Fr.","5-7","DS","129","641"
"15","Rocio Moro","North Florida","Fr.","5-5","L/DS","126","633"
"16","Madelyn St. Germain","UT Arlington","Jr.","5-6","L","127","620"
"17","Maddy Moser","Loyola Chicago","Sr.","5-6","L/DS","120","612"
"18","Anne Rasmussen","South Dakota","Sr.","5-4","DS","123","607"
"","Ellie Snook","Portland St.","Fr.","5-7","L/DS","111","607"
"20","Ashton Terrill","Northern Ky.","Jr.","5-8","L/DS","123","606"
"21","Morgan Hentz","Stanford","Sr.","5-9","L","120","603"
"22","Meagan Sanchez","Western Caro.","Sr.","5-2","L","110","602"
"23","Kathleen Reilly","Western Mich.","Sr.","5-5","L/DS","112","601"
"24","Megan Klavitter","Chicago St.","Sr.","5-3","DS","111","597"
"25","Madelynn Miller","SFA","Jr.","5-3","L/DS","112","595"
"26","Erin Gardner","Kent St.","So.","5-5","L/DS","113","594"
"27","Carissa Barnes","A&M-Corpus Christi","Fr.","5-7","OH","117","590"
"28","Kate Avila","Ball St.","Sr.","5-6","DS","126","589"
"","Kylee Macke","Drake","Jr.","5-6","DS","121","589"
"30","Rachael Crucis","Purdue Fort Wayne","Fr.","5-2","L","126","585"
"31","Emily Doss","Central Ark.","Jr.","5-5","L/DS","124","578"
"","Megan Kern","Central Mich.","Sr.","5-6","DS","113","578"
"33","Jess Grabowski","Milwaukee","So.","5-4","DS","115","576"
"34","Dana Axner","FGCU","So.","5-8","L","105","574"
"35","Skyla Childs","Prairie View","Fr.","5-5","DS","135","573"
"36","Ginny Gerig","Austin Peay","Sr.","5-5","L","117","572"
"37","Kaylie McHugh","Tulane","Sr.","5-6","L","130","567"
"38","Isabelle Banez","DePaul","Jr.","5-6","L/DS","120","566"
"39","Courtney Leffel","Arizona St.","Sr.","5-5","L/DS","124","565"
"","Karla Seda","Saint Peter's","Jr.","5-2","L","109","565"
"41","Laura Rojas","Southern Ill.","Sr.","5-4","L","123","564"
"42","Rachelle Runyon","Rider","Sr.","5-4","DS","115","563"
"43","Madi Fields","Wyoming","Sr.","5-6","L","119","561"
"","Claire Mountjoy","Omaha","Jr.","5-5","L/DS","129","561"
"45","Kylie Murr","Ohio St.","Fr.","5-6","DS","114","559"
"46","Bree Long","Canisius","Fr.","5-5","L","120","558"
"47","Nicole Purcell","Ole Miss","Sr.","5-9","L/DS","117","555"
"48","Macy Phillips","Liberty","Jr.","5-7","DS","121","552"
"","Alana Washington","Jackson St.","Fr.","5-5","DS","130","552"
"50","Hannah Thompson","Bradley","So.","5-8","OH","119","551"
"51","Natalie Wehner","Jacksonville","Sr.","5-9","L/DS","116","550"
"52","Montana Watts","SMU","Sr.","5-5","L","106","549"
"53","Megan Lohmiller","Northwestern St.","Sr.","5-8","L","119","548"
"54","Brittany Witt","Creighton","Sr.","5-8","L/DS","107","545"
"55","Emma Reilly","Appalachian St.","Jr.","5-6","L/DS","116","542"
"56","Karlee Groover","Kennesaw St.","Jr.","5-8","L/DS","115","541"
"","Elizabeth LaBue","Butler","So.","5-7","L/DS","115","541"
"58","Melina Tedrow","Indiana St.","So.","5-3","L/DS","103","540"
"59","Alejandra Rodriguez","Quinnipiac","Sr.","5-4","L","114","539"
"60","Ana Oglivie","Army West Point","Jr.","5-6","L","116","537"
"61","Alexis Dirige","Washington St.","Sr.","5-2","DS","123","535"
"","Ashlyn Eisenga","Central Conn. St.","Jr.","5-6","L","113","535"
"63","Lina Bernier","FIU","Sr.","5-11","OH","103","530"
"","Shayla Eugene","Bethune-Cookman","Sr.","5-4","DS","118","530"
"65","Regan Lough","Villanova","Sr.","5-6","L","112","528"
"66","Grace Massey","Oregon St.","Jr.","5-5","DS","122","525"
"67","Carey Williams","Portland","Jr.","5-7","L/DS","107","523"
"68","Halle Johnston","Iowa","Jr.","5-10","DS","115","521"
"69","Erin Eulitz","Presbyterian","Sr.","5-10","OH","103","520"
"","Becca Fernandez","Murray St.","Jr.","5-2","L/DS","102","520"
"","Kristen Largay","American","Sr.","5-7","L","118","520"
"72","Martha Konovodoff","Marquette","Jr.","5-7","DS","122","518"
"73","Gabby Curry","Kentucky","Jr.","5-8","DS","114","514"
"","Allison Whitten","Morehead St.","So.","5-8","DS","119","514"
"75","Savahna Costello","Cal St. Fullerton","Jr.","5-6","L/DS","95","513"
"76","Emersen Belles","Alabama St.","Fr.","5-8","L/DS","134","508"
"","Jadyn Tubbs","Pacific","So.","5-5","L","120","508"
"78","Logan Mosley","Virginia Tech","Fr.","5-6","L/DS","120","507"
"79","Keyton Kinley","Oklahoma","Jr.","5-5","DS","105","506"
"80","Miranda Karlen","Northern Ill.","Jr.","5-6","L/DS","106","505"
"81","Kizzy Rodriguez","St. Francis Brooklyn","So.","5-4","L","108","503"
"82","Nashally Eleutiza","Manhattan","Jr.","5-8","L/DS","115","502"
"","Jordyn Klein","SIUE","Jr.","5-4","DS","112","502"
"84","Helena Khouri","Weber St.","Sr.","5-7","L","133","500"
"","Madison Lawler","Southern Miss.","Jr.","5-7","L/DS","100","500"
"","Shayne McPherson","Washington","Sr.","5-6","L","133","500"
"87","Brandee Markwith","East Carolina","Sr.","5-8","L/DS","113","499"
"88","Amber Weber","Marshall","Sr.","5-4","L/DS","101","498"
"","Nikolette Zanolli","Robert Morris","So.","5-6","L/DS","107","498"
"90","Samaret Caraballo","UTRGV","Jr.","5-10","L","114","497"
"","Lee Ann Cunningham","Rice","Sr.","5-7","DS","108","497"
"92","Andie Hanus","Delaware","Sr.","5-8","L/DS","104","495"
"","Logan Manusky","Col. of Charleston","Jr.","5-9","OH","102","495"
"94","Maura Collins","Dayton","So.","5-6","L/DS","114","493"
"","Brianna Doehrmann","Utah","Sr.","5-7","L/DS","137","493"
"96","Tijana Milojevic","Seattle U","Jr.","5-7","L","120","491"
"97","Gina Rivera Ortiz","Tennessee St.","So.","5-6","L","104","489"
"98","Hannah Ramirez","Louisiana","Jr.","5-4","L/DS","106","488"
"","Macy Reihing","Ohio","Jr.","5-3","L/DS","107","488"
"","Alyssa Zwolensky","Lipscomb","Jr.","5-7","L/DS","105","488"
"101","Stella Johnson","UMES","So.","5-5","L/DS","127","487"
"102","Anna Weissmann","UNCW","Jr.","5-6","L","117","486"
"103","Ella Ratzloff","Rhode Island","So.","5-4","L","95","485"
"","Juliana Vaz","Hofstra","Jr.","5-10","OH","110","485"
"105","Bridget Kolsky","Colgate","Jr.","5-9","L/DS","122","484"
"106","Lauren Bandera","Georgia St.","So.","5-6","L/DS","105","483"
"107","Delaney Hopen","Idaho","Sr.","5-7","OH","124","482"
"","Sophie VanSeveren","Holy Cross","Jr.","5-7","L/DS","111","482"
"109","Allie Gregory","Florida","Sr.","5-6","DS","117","481"
"","Andrea Laboy-Rivera","N.C. A&T","So.","5-5","DS","113","481"
"111","Teagan DeFalco","Grand Canyon","Jr.","5-8","L","105","480"
"112","Lacey Jeffcoat","Troy","So.","5-8","DS","120","478"
"","Jennevy Santos","Morgan St.","Jr.","5-4","L/DS","109","478"
"","Lindsay Wightman","Oakland","Jr.","5-6","L/DS","90","478"
"115","Marissa Hornung","Purdue","So.","5-7","DS","122","477"
"","Marija Popovic","ETSU","Jr.","5-5","L","107","477"
"","Ashley Roman","Coppin St.","Fr.","5-5","L/DS","114","477"
"118","Andrea Nava","New Orleans","Sr.","5-0","L/DS","111","476"
"119","Taylor Sharrits","Akron","Jr.","5-7","DS","103","475"
"","Carly Skrabak","Tennessee Tech","Fr.","5-6","L","112","475"
"121","Kendall White","Penn St.","Sr.","5-5","DS","117","474"
"122","Hali Hillegas","Pittsburgh","Sr.","5-6","L/DS","111","473"
"","Makenzie Kuchmaner","UCF","Sr.","5-8","DS","119","473"
"124","Rachel Hess","La Salle","Fr.","5-8","DS","110","471"
"125","Camila Gomez","Texas A&M","Sr.","5-2","L/DS","119","470"
"126","Anna Dalla Vecchia","San Francisco","Jr.","5-7","L","108","469"
"","Sarah Smevog","San Jose St.","So.","5-5","L","107","469"
"128","Alexis Hamilton","Louisville","Jr.","5-7","L/DS","121","468"
"","Sophia Theriot","Marist","Fr.","5-7","L","98","468"
